Vessel Name,Port call Type,Port Type,Port At call,ATA/ATD,Origin Port Name,Leg Start Port,Intransit,MMSI,IMO
GOYA,ARRIVAL,Port,HAAFTEN,2022-09-19 18:12 UTC,DUSSELDORF,DUSSELDORF,Not in Transit,211556920,8899483
OLE BULL,ARRIVAL,Port,VALESTRANDSFOSSEN,2022-09-19 18:12 UTC,VALESTRANDSFOSSEN,VALESTRANDSFOSSEN,Not in Transit,259188000,9081954
YUEZHANYU00208,DEPARTURE,Port,DOUMEN,2022-09-19 18:12 UTC,-,-,Not in Transit,412472904,0
CATANIA,DEPARTURE,Port,CAGLIARI,2022-09-19 18:12 UTC,-,-,Not in Transit,247098200,9261554
ZHENHANGJI 168,DEPARTURE,Port,JINGJIANG,2022-09-19 18:12 UTC,-,-,In Transit,413842686,0
RO VER,DEPARTURE,Port,ANDERNACH,2022-09-19 18:12 UTC,-,-,In Transit,244127849,0
INITIA,DEPARTURE,Port,HANSWEERT,2022-09-19 18:12 UTC,-,-,Not in Transit,244137310,0
WAYU,ARRIVAL,Marina,THOMAS MAESTRE,2022-09-19 18:12 UTC,THOMAS MAESTRE,THOMAS MAESTRE,Not in Transit,224059950,0
MR.J.O.,ARRIVAL,Port,CAMERON,2022-09-19 18:12 UTC,CAMERON,CAMERON,Not in Transit,367672550,8998174
TOYOOF,DEPARTURE,Port,MUSAFFAH,2022-09-19 18:12 UTC,-,-,Not in Transit,471057000,9826914
KINSARVIK,DEPARTURE,Port,KINSARVIK,2022-09-19 18:12 UTC,-,-,Not in Transit,257071050,9855800
SEASPAN JAKARTA,DEPARTURE,Anchorage,JEBEL ALI ANCH,2022-09-19 18:12 UTC,-,-,Not in Transit,477105300,9301794
KRVE 59,DEPARTURE,Port,HOEK VAN HOLLAND,2022-09-19 18:12 UTC,-,-,Not in Transit,244650597,0
SINTRENSE,DEPARTURE,Port,LISBOA,2022-09-19 18:12 UTC,-,-,Not in Transit,263701780,7808671
RASITBEY,ARRIVAL,Port,HAYDARPASA,2022-09-19 18:12 UTC,TUZLA,ISTANBUL ANCH,Not in Transit,271002200,0
HUAIHAIJIYUN,DEPARTURE,Port,TAICANG,2022-09-19 18:12 UTC,-,-,Not in Transit,413987227,0
FROEYHAV,ARRIVAL,Port,SANDVIKSBERGET,2022-09-19 18:12 UTC,RORVIK,RORVIK,Not in Transit,257836600,0
TULA,ARRIVAL,Marina,JARRETT BAY BOATWORK,2022-09-19 18:12 UTC,BEAUFORT,BEAUFORT,Not in Transit,368243020,0
CHAPERON,DEPARTURE,Port,GOUDA,2022-09-19 18:12 UTC,-,-,Not in Transit,244620984,0
HONGCHENGYOU666,ARRIVAL,Port,YANGZHOU,2022-09-19 18:12 UTC,NANTONG,NANTONG,Not in Transit,413952535,0
TRISTAN,ARRIVAL,Port,KINDERDIJK,2022-09-19 18:12 UTC,ROTTERDAM WAALHAVEN,ROTTERDAM WAALHAVEN,Not in Transit,244710903,0
NICE TULIP,ARRIVAL,Port,FUJAIRAH,2022-09-19 18:12 UTC,FUJAIRAH ANCH,FUJAIRAH ANCH,Not in Transit,471027000,7434406
LUCIA MADRE,ARRIVAL,Port,VIESTE,2022-09-19 18:12 UTC,MANFREDONIA,MANFREDONIA,Not in Transit,247125790,0
SVITZER NEREID,DEPARTURE,Port,ST CROIX,2022-09-19 18:12 UTC,-,-,Not in Transit,378112811,9581617
JIN LONG 301,DEPARTURE,Port,SHENZHEN,2022-09-19 18:12 UTC,-,-,In Transit,413762749,0
LINDA MARIE,ARRIVAL,Port,JUDITH POINT,2022-09-19 18:12 UTC,JUDITH POINT,JUDITH POINT,Not in Transit,367588040,0
THE COUNTESS,DEPARTURE,Marina,FALSE CREEK,2022-09-19 18:12 UTC,-,-,Not in Transit,316004455,0
MASHOMACK,ARRIVAL,Marina,MITCHELL,2022-09-19 18:12 UTC,SHELTER ISLAND HEIGH,SHELTER ISLAND HEIGH,Not in Transit,366863870,0
TAIYOUMARU,ARRIVAL,Port,ONOMICHIITOZAKI,2022-09-19 18:12 UTC,MIZUSHIMA,MIZUSHIMA,Not in Transit,431008224,0
ZANCLE,ARRIVAL,Port,TREMESTIERI,2022-09-19 18:12 UTC,VILLA SAN GIOVANNI,VILLA SAN GIOVANNI,Not in Transit,247054400,9048495
POYANG,ARRIVAL,Anchorage,PANAMA ANCH ATLANTIC,2022-09-19 18:12 UTC,NEW ORLEANS,NEW ORLEANS,Not in Transit,477669100,9721580
CANKUS,DEPARTURE,Port,RUMELI FENERI,2022-09-19 18:12 UTC,-,-,Not in Transit,271045756,0
DELIGRAD,ARRIVAL,Port,PANCEVO,2022-09-19 18:12 UTC,VELIKO GRADISTE,VELIKO GRADISTE,Not in Transit,279202320,0
AURORA,DEPARTURE,Port,WERKENDAM,2022-09-19 18:12 UTC,-,-,In Transit,244670390,0
SECUNDA,DEPARTURE,Port,EMPEL,2022-09-19 18:12 UTC,-,-,In Transit,244750390,0
KVERNES,DEPARTURE,Port,TRANDAL,2022-09-19 18:12 UTC,-,-,Not in Transit,257297400,7618832
NESOY,ARRIVAL,Port,ONOY,2022-09-19 18:12 UTC,INDRE KVAROY,INDRE KVAROY,Not in Transit,257801800,0
MF MARY,ARRIVAL,Marina,SUNDSORE LYSTBAADEH,2022-09-19 18:12 UTC,HVALPSUND,HVALPSUND,Not in Transit,220000054,9363352
FJORDGLYTT,DEPARTURE,Port,FLORO,2022-09-19 18:12 UTC,-,-,Not in Transit,257640900,9223071
MALI PRINC,ARRIVAL,Marina,SVITA ANTE CAPLJENA,2022-09-19 18:12 UTC,SIBENIK,SIBENIK,Not in Transit,238330740,9553189
WANWUHEHUO1879,ARRIVAL,Port,NANTONG,2022-09-19 18:12 UTC,NANTONG,NANTONG,Not in Transit,413761895,0
HAYABUSANO3,ARRIVAL,Port,AOMORI,2022-09-19 18:12 UTC,HAKODATE,HAKODATE,Not in Transit,431800597,9221243
SIROCCO,ARRIVAL,Marina,NORDEN BRO,2022-09-19 18:12 UTC,FUR HAVN,FUR HAVN,Not in Transit,219018789,0
LA PANTERA,DEPARTURE,Anchorage,CARTAGENA ANCH,2022-09-19 18:12 UTC,-,-,Not in Transit,730152423,0
PYXIS,DEPARTURE,Port,VALLEJO,2022-09-19 18:12 UTC,-,-,Not in Transit,368053730,0
CAPT STOGIE WHITE,ARRIVAL,Port,HUNTINGTON TRI STATE,2022-09-19 18:12 UTC,HANNIBAL,HANNIBAL,Not in Transit,367412630,0
AREMITI FERRY II,ARRIVAL,Port,PAPEETE,2022-09-19 18:12 UTC,PAPEETE,PAPEETE,Not in Transit,546018300,9653824
YUEHONG007,ARRIVAL,Port,HUANGPU,2022-09-19 18:12 UTC,GUANGZHOU,GUANGZHOU,Not in Transit,413907549,0
MERCANDIA IV,ARRIVAL,Port,HELSINGBORG,2022-09-19 18:12 UTC,HELSINGOR,HELSINGOR,Not in Transit,219000368,8611685
BAJAMAR EXPRESS,ARRIVAL,Port,PUERTO DE LAS NIEVES,2022-09-19 18:12 UTC,TENERIFE,TENERIFE,Not in Transit,224131000,9874296
PRAIRIE STATE,DEPARTURE,Port,LEMONT,2022-09-19 18:12 UTC,-,-,In Transit,368032620,0
BLUE WING,DEPARTURE,Marina,BEARDSTOWN,2022-09-19 18:12 UTC,-,-,Not in Transit,367653520,0
LANDS END,ARRIVAL,Port,ANACORTES,2022-09-19 18:12 UTC,ROCHE HARBOR,ROCHE HARBOR,Not in Transit,367536450,0
LIU HANG HUO 999,ARRIVAL,Port,TAICANG,2022-09-19 18:12 UTC,NANTONG,NANTONG,Not in Transit,413845943,0
AKRA 40,ARRIVAL,Port,BUNATI,2022-09-19 18:12 UTC,SAMARINDA,PEMANCINGAN ANCH,Not in Transit,525005173,9678458
STERLING,ARRIVAL,Canal,ISTANBUL,2022-09-19 18:12 UTC,ZEYTINBURNU,ISTANBUL ANCH,Not in Transit,271010111,9040924
OSTANA I,DEPARTURE,Port,STOCKHOLM,2022-09-19 18:12 UTC,-,-,Not in Transit,265609500,5266348
MARIA DIANA,ARRIVAL,Port,BATANGAS,2022-09-19 18:12 UTC,ODIONGAN,ODIONGAN,Not in Transit,500660500,7033446
LARA,ARRIVAL,Port,PRVIC,2022-09-19 18:12 UTC,ZLARIN,ZLARIN,Not in Transit,238114040,8846369
CIRCLE,ARRIVAL,Port,DRUTEN,2022-09-19 18:12 UTC,ANTWERP,ANTWERP,Not in Transit,244710135,0
BRU 8 MARINUS,DEPARTURE,Port,HARLINGEN,2022-09-19 18:12 UTC,-,-,Not in Transit,244035000,8911970
MC EXPERIMERNTAL CV,DEPARTURE,Port,NORFOLK,2022-09-19 18:12 UTC,-,-,Not in Transit,369914062,0
HARMONIE,ARRIVAL,Port,BOTTROP,2022-09-19 18:12 UTC,DUISBURG,DUISBURG,Not in Transit,253242448,0
LESTUAIRE,ARRIVAL,Marina,ROYAN,2022-09-19 18:12 UTC,LE-VERDON-SUR-MER,LE-VERDON-SUR-MER,Not in Transit,227799320,9475375
JS CHUKAR,ARRIVAL,Port,PURFLEET,2022-09-19 18:12 UTC,VLISSINGEN,LONDON ANCH,Not in Transit,249362000,9578000
JJ CALLIS,ARRIVAL,Port,PLUM ISLAND,2022-09-19 18:12 UTC,ORIENT POINT,ORIENT POINT,Not in Transit,367107990,0
BLUE HORIZON,DEPARTURE,Port,HERACLIO,2022-09-19 18:12 UTC,-,-,Not in Transit,239575000,8616336
GRANIT,ARRIVAL,Port,YALOVA,2022-09-19 18:12 UTC,YALOVA,YALOVA,Not in Transit,271010167,8883874
AXIOMA,ARRIVAL,Port,SERAING,2022-09-19 18:12 UTC,GENK,GENK,Not in Transit,205287390,0
SUHULET,ARRIVAL,Port,ESKIHISAR,2022-09-19 18:12 UTC,TOPCULAR,TOPCULAR,Not in Transit,271002544,9415492
MARGARET CHASE SMITH,ARRIVAL,Marina,TOWN DOCK AT GRINDLE,2022-09-19 18:12 UTC,LINCOLNVILLE,LINCOLNVILLE,Not in Transit,367191630,0
FOREVER YOUNG,ARRIVAL,Marina,HUDSON POWER BOAT,2022-09-19 18:12 UTC,OSWEGO,OSWEGO,Not in Transit,338339378,0
VB TRON,ARRIVAL,Port,ALGECIRAS,2022-09-19 18:12 UTC,CAMPAMENTO,ALGECIRAS ANCH,Not in Transit,224248000,9456903
FEROX,ARRIVAL,Port,FLEVO MARINA,2022-09-19 18:12 UTC,ELBURG,ELBURG,Not in Transit,244723484,0
RESCUE 1,ARRIVAL,Marina,MARINA PLAZA HARBOR,2022-09-19 18:12 UTC,RICHARDSON BAY,RICHARDSON BAY,Not in Transit,338141849,0
PILOT GP33,ARRIVAL,Port,SINGAPORE,2022-09-19 18:12 UTC,SINGAPORE,SINGAPORE,Not in Transit,563010650,0
RESCUE PR. RAGNHILD,DEPARTURE,Port,HORTEN,2022-09-19 18:12 UTC,-,-,Not in Transit,257067640,0
GUIXIANGJIANG2268,DEPARTURE,Port,GUANGZHOU,2022-09-19 18:12 UTC,-,-,In Transit,413950931,0
CTR TT 0020 05 100,ARRIVAL,Port,PA-TOU-TZU,2022-09-19 18:12 UTC,SUAO,SUAO,Not in Transit,416002005,0
GAMBOA DO MORRO,ARRIVAL,Port,SALVADOR,2022-09-19 18:12 UTC,SALVADOR,SALVADOR,Not in Transit,710002865,0
RODVENFJORD,DEPARTURE,Port,SOLSNES,2022-09-19 18:12 UTC,-,-,Not in Transit,258011780,9889382
AVANTE 2,ARRIVAL,Port,VILA DO CONDE,2022-09-19 18:12 UTC,VILA DO CONDE,VILA DO CONDE,Not in Transit,710002182,0
PB TECNILAN I,DEPARTURE,Port,CARTAGENA,2022-09-19 18:12 UTC,-,-,Not in Transit,730153879,0
MIMI JANE,ARRIVAL,Port,KINGSTON,2022-09-19 18:12 UTC,KINGSTON,KINGSTON,Not in Transit,316048394,0
TOM ZUPAN,ARRIVAL,Port,WOOD RIVER,2022-09-19 18:12 UTC,WOOD RIVER,WOOD RIVER,Not in Transit,367522920,0
CHRYSA,DEPARTURE,Port,PALOUKIA,2022-09-19 18:12 UTC,-,-,Not in Transit,240000500,9822839
HERCULES 1,ARRIVAL,Port,CHIMBOTE,2022-09-19 18:12 UTC,PUERTO CHICAMA,CHIMBOTE ANCH,Not in Transit,760010001,0
PILOT GP60,ARRIVAL,Port,SINGAPORE,2022-09-19 18:12 UTC,CHANGI,SINGAPORE ANCH,Not in Transit,563030050,0
KE JIN HAO,ARRIVAL,Port,DALIAN,2022-09-19 18:12 UTC,XIAMEN,DALIAN ANCH,Not in Transit,413359620,9611591
ELISE,ARRIVAL,Port,LISBOA,2022-09-19 18:12 UTC,SANTO AMARO,SANTO AMARO,Not in Transit,263440825,0
MILEVA,DEPARTURE,Port,ZEYTINBURNU,2022-09-19 18:12 UTC,-,-,Not in Transit,271048149,0
EUROPA,DEPARTURE,Port,DUSSELDORF,2022-09-19 18:12 UTC,-,-,In Transit,270783000,0
RUURTJE,DEPARTURE,Port,DORDRECHT,2022-09-19 18:12 UTC,-,-,Not in Transit,244750299,0
POLARNET,DEPARTURE,Anchorage,MELILLA ANCH,2022-09-19 18:12 UTC,-,-,Not in Transit,271044519,9758961
VIENTO,DEPARTURE,Port,SLUISKIL,2022-09-19 18:12 UTC,-,-,In Transit,244969909,0
EENHOORN,ARRIVAL,Port,AMSTERDAM,2022-09-19 18:12 UTC,NIEUWEGEIN,NIEUWEGEIN,Not in Transit,244650993,9249867
DCI DREDGE XVI,DEPARTURE,Port,MORMUGAO,2022-09-19 18:12 UTC,-,-,Not in Transit,419017300,9217280
PARADOX,DEPARTURE,Port,VLISSINGEN,2022-09-19 18:12 UTC,-,-,Not in Transit,244650832,0
SOMNIUM VIDERE,ARRIVAL,Port,UTRECHT,2022-09-19 18:12 UTC,AMSTERDAM,AMSTERDAM,Not in Transit,211808190,0
CAPT LONNIE RYAN,DEPARTURE,Port,VICKSBURG,2022-09-19 18:12 UTC,-,-,In Transit,368220860,0
PLATONE,DEPARTURE,Port,VULCANO,2022-09-19 18:12 UTC,-,-,Not in Transit,247193300,9309916
OCEAN STATE,DEPARTURE,Port,NEWPORT,2022-09-19 18:12 UTC,-,-,Not in Transit,367675020,0
F.A.GAUTHIER,DEPARTURE,Port,MATANE,2022-09-19 18:12 UTC,-,-,Not in Transit,316014080,9669861
PUCK,ARRIVAL,Port,S-GRAVENDEEL,2022-09-19 18:12 UTC,ROTTERDAM WAALHAVEN,ROTTERDAM WAALHAVEN,Not in Transit,244750416,0
DON EUDO,ARRIVAL,Port,CARTAGENA,2022-09-19 18:12 UTC,CARTAGENA,CARTAGENA,Not in Transit,312057000,0
KARUNAIMATHANET2 98,DEPARTURE,Anchorage,MORMUGAO ANCH,2022-09-19 18:12 UTC,-,-,Not in Transit,419385439,0
RESCUE KOTKA,ARRIVAL,Marina,KOTKA SAPOKALAHTI EA,2022-09-19 18:12 UTC,KOTKA,KOTKA ANCH,Not in Transit,230018360,0
LEMONT TRADER,DEPARTURE,Port,METROPOLIS,2022-09-19 18:12 UTC,-,-,In Transit,367396120,0
TYCHO BRAHE,DEPARTURE,Port,HELSINGOR,2022-09-19 18:12 UTC,-,-,Not in Transit,219230000,9007116
SUROIT,DEPARTURE,Port,FORTUNE,2022-09-19 18:12 UTC,-,-,Not in Transit,228092900,9803261
HYUNDAI VANCOUVER,DEPARTURE,Anchorage,BOTANY ANCH,2022-09-19 18:12 UTC,-,-,Not in Transit,441111000,9463085
LA PURDENSIS,ARRIVAL,Port,TOURNAI (DOORNIK),2022-09-19 18:12 UTC,GHENT,GHENT,Not in Transit,205363690,0
ENDLESS SUMMER,DEPARTURE,Port,WOODS HOLE,2022-09-19 18:12 UTC,-,-,In Transit,338371972,0
TRIUMPHANT,ARRIVAL,Port,LOS ANGELES,2022-09-19 18:12 UTC,LONG BEACH,LONG BEACH,Not in Transit,367580930,0
THUN GARLAND,DEPARTURE,Port,SODERTALJE,2022-09-19 18:12 UTC,-,-,Not in Transit,244678000,9393345
ENDURANCE,ARRIVAL,Port,GEEL,2022-09-19 18:12 UTC,HERENTALS,HERENTALS,Not in Transit,244030091,0
UGAH CONFIDENCE,DEPARTURE,Anchorage,ALEXANDRIA ANCH,2022-09-19 18:12 UTC,-,-,Not in Transit,341141000,9892963
AGERSOE III,ARRIVAL,Port,AGERSOE,2022-09-19 18:12 UTC,STIGSNAES,STIGSNAES,Not in Transit,219016832,9649677
MINPINGYU63166,ARRIVAL,Port,PINGTAN,2022-09-19 18:12 UTC,-,-,Not in Transit,412443773,0
NEPTUNES RIDE,DEPARTURE,Anchorage,BRIDGEPORT ANCH,2022-09-19 18:12 UTC,-,-,Not in Transit,338023273,0
TAIHEIZAN MARU,DEPARTURE,Port,ONOMICHIITOZAKI,2022-09-19 18:12 UTC,-,-,In Transit,431013094,0
HARDI,DEPARTURE,Port,WINTHAM,2022-09-19 18:12 UTC,-,-,Not in Transit,244700449,0
MIRADOR,DEPARTURE,Port,BONN,2022-09-19 18:12 UTC,-,-,In Transit,211464830,0
MANHANSETT,ARRIVAL,Port,SHELTER ISLAND HEIGH,2022-09-19 18:12 UTC,MITCHELL,MITCHELL,Not in Transit,367327040,0
MINHUIYU94205,ARRIVAL,Port,QUANZHOU,2022-09-19 18:12 UTC,QUANZHOU ANCH,QUANZHOU ANCH,Not in Transit,800045151,0
VECTURA,ARRIVAL,Port,GENK,2022-09-19 18:12 UTC,HASSELT,HASSELT,Not in Transit,244620959,0
DAGGRI,ARRIVAL,Port,ULSTA (YELL),2022-09-19 18:12 UTC,ULSTA (YELL),ULSTA (YELL),Not in Transit,235014768,9291614
HANG LONG JI 006,ARRIVAL,Port,NANTONG,2022-09-19 18:12 UTC,TAICANG,TAICANG,Not in Transit,413849501,0
WITTE DE WITH,ARRIVAL,Port,ROTTERDAM CENTRUM,2022-09-19 18:12 UTC,PAPENDRECHT,PAPENDRECHT,Not in Transit,244030940,9208992
AMANDINE,ARRIVAL,Port,ROTTERDAM,2022-09-19 18:12 UTC,ROZENBURG,ROZENBURG,Not in Transit,249679000,9424871
RENDEZVOUS W DESTY,DEPARTURE,Marina,CAMACHEE,2022-09-19 18:12 UTC,-,-,Not in Transit,368162830,0
ANNA,ARRIVAL,Port,GIBRALTAR,2022-09-19 18:12 UTC,GIBRALTAR,GIBRALTAR,Not in Transit,235053248,0
GIBPILOTS SOVEREIGN,ARRIVAL,Anchorage,GIBRALTAR WEST ANCH,2022-09-19 18:12 UTC,GIBRALTAR,GIBRALTAR,Not in Transit,236111288,0
YN 512328,DEPARTURE,Port,PUNTA CARDON,2022-09-19 18:12 UTC,-,-,Not in Transit,376071000,9670987
MJ MONAHAN,ARRIVAL,Port,STRATTON,2022-09-19 18:12 UTC,OHIOVIEW,OHIOVIEW,Not in Transit,367797450,0
CML EMERALD,DEPARTURE,Port,KHOR FAKKAN,2022-09-19 18:12 UTC,-,-,Not in Transit,352318000,9083017
SALISH ORCA,ARRIVAL,Port,POWELL RIVER,2022-09-19 18:11 UTC,POWELL RIVER,POWELL RIVER,Not in Transit,316030627,9750270
RIO GUAZU,DEPARTURE,Port,ZARATE,2022-09-19 18:11 UTC,-,-,In Transit,701006240,0
ZAANSTAD II,ARRIVAL,Port,AMSTERDAM,2022-09-19 18:11 UTC,NAUERNA,NAUERNA,Not in Transit,244630087,0
SAMBONG HERA,DEPARTURE,Port,KRISHNAPATNAM,2022-09-19 18:11 UTC,-,-,Not in Transit,440431000,9829526
WANHUAINANHUO1292,DEPARTURE,Port,NANTONG,2022-09-19 18:11 UTC,-,-,In Transit,413790261,0
GREAT BALBOA,ARRIVAL,Anchorage,LIMON BAY ANCH,2022-09-19 18:11 UTC,LAS MINAS,LAS MINAS,Not in Transit,356102000,6329020
MARCO POLO,DEPARTURE,Port,TRELLEBORG,2022-09-19 18:11 UTC,-,-,Not in Transit,209764000,9019080
EXCELLENT,DEPARTURE,Port,SETE,2022-09-19 18:11 UTC,-,-,Not in Transit,247279000,9143441
HUIBERT DIJKSTRA,DEPARTURE,Port,VLIELAND,2022-09-19 18:11 UTC,-,-,Not in Transit,244587000,0
ZEYTINBURNU,DEPARTURE,Port,ESKIHISAR,2022-09-19 18:11 UTC,-,-,Not in Transit,271002499,8619857
THOR INTEGRITY,ARRIVAL,Port,NEW ORLEANS,2022-09-19 18:11 UTC,CONVENT,CONVENT,Not in Transit,566274000,9222493
HUA YANG 13005,DEPARTURE,Port,SANSHAN,2022-09-19 18:11 UTC,-,-,Not in Transit,413834367,0
SAN FRANCISCO,DEPARTURE,Marina,ANGEL ISLAND,2022-09-19 18:11 UTC,-,-,Not in Transit,366963980,0
NESVIK,ARRIVAL,Port,HJELMELAND,2022-09-19 18:11 UTC,NESVIK,NESVIK,Not in Transit,258002060,9887528
YUERONGXIANG008,ARRIVAL,Port,GUANGZHOU,2022-09-19 18:11 UTC,NANSHA,NANSHA,Not in Transit,413860143,0
MIRITITUBA,ARRIVAL,Port,VILA DO CONDE,2022-09-19 18:11 UTC,VILA DO CONDE,VILA DO CONDE,Not in Transit,710001785,0
BLAIR MCKEIL,DEPARTURE,Port,SAULT STE MARIE,2022-09-19 18:11 UTC,-,-,Not in Transit,316040355,9546045
SLV 311,ARRIVAL,Port,VLADIVOSTOK,2022-09-19 18:11 UTC,SLAVYANKA,SLAVYANKA,Not in Transit,273319610,8227159
GUSTAF DALEN,DEPARTURE,Port,SISIMIUT,2022-09-19 18:11 UTC,-,-,Not in Transit,219028458,0
HULDA,ARRIVAL,Port,SKAGASTROND,2022-09-19 18:11 UTC,SKAGASTROND,SKAGASTROND,Not in Transit,251776000,0
SIGNET COLUMBIA,DEPARTURE,Port,INGLESIDE,2022-09-19 18:11 UTC,-,-,Not in Transit,367299170,0
HAKEFJORD,ARRIVAL,Port,RONNANG,2022-09-19 18:11 UTC,DYRON NORTH,DYRON NORTH,Not in Transit,265531630,0
ALICE ROSE,ARRIVAL,Port,TOBERMORY,2022-09-19 18:11 UTC,DUNSTAFFNAGE,DUNSTAFFNAGE,Not in Transit,235014948,0
DISCOVERY,ARRIVAL,Port,HONOLULU,2022-09-19 18:11 UTC,HONOLULU,HONOLULU,Not in Transit,367379890,0
MAI W,ARRIVAL,Port,AMSTERDAM,2022-09-19 18:11 UTC,NIEUWEGEIN,NIEUWEGEIN,Not in Transit,211770970,0
BOMAR RENAISSANCE,ARRIVAL,Port,JAKARTA,2022-09-19 18:11 UTC,SINGAPORE,JAKARTA ANCH,Not in Transit,636017608,9358436
ALSTEN,ARRIVAL,Port,TJOTTA,2022-09-19 18:11 UTC,STOKKASJOEN,STOKKASJOEN,Not in Transit,257204400,8411009
JESPER,DEPARTURE,Port,KRAGERO,2022-09-19 18:11 UTC,-,-,Not in Transit,257055700,8619493
YI YOU 6 HAO,ARRIVAL,Port,YANGZHOU,2022-09-19 18:11 UTC,TAIXING,TAIXING,Not in Transit,413979807,0
SEA RUNNER 2,ARRIVAL,Port,LA SPEZIA,2022-09-19 18:11 UTC,LA SPEZIA,LA SPEZIA,Not in Transit,247367050,0
HD79 CALETA,DEPARTURE,Port,DEN HELDER,2022-09-19 18:11 UTC,-,-,Not in Transit,244110439,0
QINGSHUN2628,DEPARTURE,Port,MCID,2022-09-19 18:11 UTC,-,-,Not in Transit,413998588,0
SVITZER PILOT 1,DEPARTURE,Port,SOHAR,2022-09-19 18:11 UTC,-,-,Not in Transit,461000168,9455090
SU YOU 868,ARRIVAL,Port,YANGZHOU,2022-09-19 18:11 UTC,ZHENJIANG,ZHENJIANG,Not in Transit,413971527,0
KALVOY,DEPARTURE,Port,ALESUND,2022-09-19 18:11 UTC,-,-,Not in Transit,257003970,9802607
GENAVA,ARRIVAL,Anchorage,GIBRALTAR WEST ANCH,2022-09-19 18:11 UTC,JORF LASFAR,JORF LASFAR,Not in Transit,269095000,9731248
GUIPINGFEIDA3366,ARRIVAL,Port,GUANGZHOU,2022-09-19 18:11 UTC,GUANGZHOU,GUANGZHOU,Not in Transit,413845622,0
NEVERIN,DEPARTURE,Port,VRSAR,2022-09-19 18:11 UTC,-,-,Not in Transit,238192340,0
NORTHERN COMFORT,DEPARTURE,Marina,PORT HADLOCK,2022-09-19 18:11 UTC,-,-,Not in Transit,368056570,0
TINDARI JET,ARRIVAL,Port,MESSINA,2022-09-19 18:11 UTC,VILLA SAN GIOVANNI,VILLA SAN GIOVANNI,Not in Transit,247042500,9152040
LIAO SUI YU 83868,DEPARTURE,Port,LUSHUN,2022-09-19 18:11 UTC,-,-,Not in Transit,412083868,0
PILOTINE P101,ARRIVAL,Port,POINTE A PITRE,2022-09-19 18:11 UTC,POINTE A PITRE ANCH,POINTE A PITRE ANCH,Not in Transit,329014050,0
BONGANI,ARRIVAL,Port,GIBRALTAR,2022-09-19 18:11 UTC,GIBRALTAR,GIBRALTAR,Not in Transit,235036248,0
ENHYDRA,DEPARTURE,Port,SAN FRANCISCO,2022-09-19 18:11 UTC,-,-,Not in Transit,368052630,0
DIVA,ARRIVAL,Port,ZWOLLE,2022-09-19 18:11 UTC,ZUTPHEN,ZUTPHEN,Not in Transit,244670923,0
YONGGANGZHONGLIAN9,DEPARTURE,Port,NINGBO,2022-09-19 18:11 UTC,-,-,Not in Transit,413406140,0
MING JUE888,ARRIVAL,Port,CHANGZHOU,2022-09-19 18:11 UTC,MAANSHAN,MAANSHAN,Not in Transit,413264650,0
STORNOWAY,ARRIVAL,Port,BRILTIL,2022-09-19 18:11 UTC,GRONINGEN,GRONINGEN,Not in Transit,244830301,0
SUQUAMISH,DEPARTURE,Port,MUKILTEO,2022-09-19 18:11 UTC,-,-,Not in Transit,368027230,9801782
CALCIT 12,ARRIVAL,Port,BISCHOFSHEIM,2022-09-19 18:11 UTC,FRANKFURT AM MAIN,FRANKFURT AM MAIN,Not in Transit,244670274,0
KARL HEIN,ARRIVAL,Port,MANNHEIM,2022-09-19 18:11 UTC,GERMERSHEIM,GERMERSHEIM,Not in Transit,211267460,9267493
ROSA D ABUNDO,ARRIVAL,Port,ISCHIA,2022-09-19 18:11 UTC,NAPOLI,NAPOLI,Not in Transit,247049300,7911143
POSTIRA,DEPARTURE,Port,DUBROVNIK,2022-09-19 18:11 UTC,-,-,Not in Transit,238114140,6283202
MARILENA,DEPARTURE,Port,ELAFONISOS,2022-09-19 18:11 UTC,-,-,Not in Transit,240101900,9859662
SVITZER CATUAN,DEPARTURE,Port,ST CROIX,2022-09-19 18:11 UTC,-,-,Not in Transit,327801007,9788253
EGELANTIERSGRACHT,ARRIVAL,Port,SLUISKIL,2022-09-19 18:11 UTC,TERNEUZEN,TERNEUZEN,Not in Transit,244660261,0
WANYONGSHUN1668,DEPARTURE,Port,NANTONG,2022-09-19 18:11 UTC,-,-,In Transit,413833264,0
GEISNES,ARRIVAL,Port,JOA,2022-09-19 18:11 UTC,OLHAMMEREN,OLHAMMEREN,Not in Transit,257253400,8805353
MSC LETIZIA,ARRIVAL,Port,LAS PALMAS,2022-09-19 18:11 UTC,DURBAN,LAS PALMAS ANCH,Not in Transit,255806490,9702065
VB TRON,DEPARTURE,Anchorage,ALGECIRAS ANCH,2022-09-19 18:11 UTC,-,-,Not in Transit,224248000,9456903
GUO YU 701,DEPARTURE,Port,QINHUANGDAO,2022-09-19 18:11 UTC,-,-,Not in Transit,414559000,0
MING HANG 99,DEPARTURE,Port,YIZHENG,2022-09-19 18:11 UTC,-,-,In Transit,413855481,0
PRINSENGRACHT,ARRIVAL,Port,MAARSSEN,2022-09-19 18:11 UTC,AMSTERDAM,AMSTERDAM,Not in Transit,244620991,0
WANLIZHOU998,ARRIVAL,Port,SHANGHAI,2022-09-19 18:11 UTC,SHANGHAI,SHANGHAI,Not in Transit,413850384,0
