Vessel Name,Port call Type,Port Type,Port At call,ATA/ATD,Origin Port Name,Leg Start Port,Intransit,MMSI,IMO
RYGERFJORD,ARRIVAL,Port,JUDABERG,2022-09-19 18:51 UTC,STAVANGER,STAVANGER,Not in Transit,257961900,0
NOMADIS,DEPARTURE,Port,HASSELT,2022-09-19 18:51 UTC,-,-,In Transit,244670740,0
FREDRIKKE T OLSEN,ARRIVAL,Port,LOVUND,2022-09-19 18:51 UTC,ONOY,ONOY,Not in Transit,257125290,9898864
WANJINFENG1668,ARRIVAL,Port,SHANGHAI,2022-09-19 18:51 UTC,MINHANG,MINHANG,Not in Transit,413831736,0
SVANHILD,DEPARTURE,Marina,OEREGRUND,2022-09-19 18:51 UTC,-,-,Not in Transit,265577480,8409070
YUEGUANGZHOUHUO0918,ARRIVAL,Port,SHENZHEN,2022-09-19 18:51 UTC,HUMEN,HUMEN,Not in Transit,413900894,0
MASHOMACK,DEPARTURE,Marina,MITCHELL,2022-09-19 18:51 UTC,-,-,Not in Transit,366863870,0
JANNA,ARRIVAL,Port,ANTWERP,2022-09-19 18:51 UTC,BRESKENS,BRESKENS,Not in Transit,244700239,0
MAERSK GUATEMALA,ARRIVAL,Port,SALALAH,2022-09-19 18:51 UTC,NHAVA SHEVA,NHAVA SHEVA,Not in Transit,477737700,9713375
WATERPOORT,DEPARTURE,Port,DUISBURG,2022-09-19 18:51 UTC,-,-,In Transit,244620890,9607617
ECO LUX,DEPARTURE,Port,FORMENTERA,2022-09-19 18:51 UTC,-,-,Not in Transit,225988274,9844239
PECARO,ARRIVAL,Port,GEERTRUIDENBERG,2022-09-19 18:51 UTC,OOSTERHOUT,OOSTERHOUT,Not in Transit,244690168,0
ZHEJIAXINGHUO03238,DEPARTURE,Port,SHANGHAI,2022-09-19 18:51 UTC,-,-,In Transit,413841731,0
VANNES,DEPARTURE,Port,HEROY,2022-09-19 18:51 UTC,-,-,Not in Transit,257194000,9812341
JABAL HARIM,DEPARTURE,Anchorage,SINGAPORE ANCH,2022-09-19 18:51 UTC,-,-,Not in Transit,538007196,9722053
SU HONG YUN HUO 0006,DEPARTURE,Port,YIZHENG,2022-09-19 18:51 UTC,-,-,In Transit,413788831,0
WM PROTEUS,ARRIVAL,Port,LOWESTOFT,2022-09-19 18:51 UTC,SOUTHWOLD ANCH,SOUTHWOLD ANCH,Not in Transit,235089895,0
CAPT. ELROY,ARRIVAL,Port,OWENSBORO,2022-09-19 18:51 UTC,OWENSBORO,OWENSBORO,Not in Transit,367703230,0
ADA,ARRIVAL,Port,BJORNHUVUDET,2022-09-19 18:51 UTC,BJORNHUVUDET,BJORNHUVUDET,Not in Transit,265522210,7932018
CRES,DEPARTURE,Port,PRIZNA,2022-09-19 18:51 UTC,-,-,Not in Transit,238238340,9334741
WS ORION,ARRIVAL,Port,SANTOS,2022-09-19 18:51 UTC,SANTOS,SANTOS,Not in Transit,710005755,9929144
KANLIAN 18,ARRIVAL,Port,SINGAPORE,2022-09-19 18:51 UTC,SINGAPORE,SINGAPORE,Not in Transit,563040411,0
RIGEL,DEPARTURE,Anchorage,MATARANI ANCH,2022-09-19 18:51 UTC,-,-,Not in Transit,760002350,0
KEVIN ALLEN,ARRIVAL,Port,NEW ORLEANS,2022-09-19 18:51 UTC,HOUMA,HOUMA,Not in Transit,368151890,0
MILIANA,ARRIVAL,Port,CONFLANS,2022-09-19 18:51 UTC,CONFLANS,CONFLANS,Not in Transit,226004080,0
DELPHIS BOTHNIA,ARRIVAL,Port,TRIESTE,2022-09-19 18:51 UTC,RAVENNA,TRIESTE ANCH,Not in Transit,477537200,9763710
HOLY CROSS,ARRIVAL,Port,PORT ARTHUR,2022-09-19 18:51 UTC,PORT NECHES,PORT NECHES,Not in Transit,367389540,0
TOWBOAT US CATALINA,DEPARTURE,Port,AVALON,2022-09-19 18:51 UTC,-,-,Not in Transit,338192665,0
CHRYSA,DEPARTURE,Port,PERAMA,2022-09-19 18:51 UTC,-,-,Not in Transit,240000500,9822839
HAISHUN 11 45,DEPARTURE,Port,JIMIYA,2022-09-19 18:51 UTC,-,-,Not in Transit,200871511,0
KMC MIRACLE,DEPARTURE,Anchorage,HO CHI MINH ANCH,2022-09-19 18:51 UTC,-,-,Not in Transit,441023000,9377729
ENSERV 23,ARRIVAL,Port,MAARSSEN,2022-09-19 18:51 UTC,AMSTERDAM,AMSTERDAM,Not in Transit,244740487,0
LACYN,DEPARTURE,Port,TURKMENBASHI,2022-09-19 18:51 UTC,-,-,Not in Transit,434136000,0
DONG HU 7798,DEPARTURE,Port,NANTONG,2022-09-19 18:51 UTC,-,-,In Transit,413867208,0
OHANA 2089,ARRIVAL,Port,VANCOUVER,2022-09-19 18:51 UTC,ROYAL VANCOUVER WIGW,ROYAL VANCOUVER WIGW,Not in Transit,316028327,0
DON JUAN,DEPARTURE,Port,CALETA PUELCHE,2022-09-19 18:51 UTC,-,-,In Transit,725000406,9173604
CYCLONE CLIPPER,DEPARTURE,Port,SILVERTOWN,2022-09-19 18:51 UTC,-,-,Not in Transit,235056993,9451800
UNION,ARRIVAL,Port,ROTTERDAM BOTLEK,2022-09-19 18:51 UTC,ROTTERDAM,ROTTERDAM,Not in Transit,244700181,0
ICHTHUS,DEPARTURE,Port,BOTTROP,2022-09-19 18:51 UTC,-,-,In Transit,244660586,0
DOLCE MARE,ARRIVAL,Port,GENDT,2022-09-19 18:51 UTC,DORDRECHT,DORDRECHT,Not in Transit,244790251,0
WIGHT RYDER 1,DEPARTURE,Port,RYDE,2022-09-19 18:51 UTC,-,-,Not in Transit,235069875,9512537
VB EBRO,DEPARTURE,Port,ROTTERDAM WAALHAVEN,2022-09-19 18:51 UTC,-,-,Not in Transit,249522000,9476408
HEIN,ARRIVAL,Port,EEMSHAVEN,2022-09-19 18:51 UTC,EEMSHAVEN,EEMSHAVEN,Not in Transit,244061000,7911856
BAROLO,ARRIVAL,Port,ANTWERP,2022-09-19 18:51 UTC,VLISSINGEN,VLISSINGEN,Not in Transit,244630720,9455246
COBAR CAT,DEPARTURE,Port,WELLINGTON,2022-09-19 18:51 UTC,-,-,Not in Transit,512003410,0
VARIATIE,ARRIVAL,Port,OOSTERHOUT,2022-09-19 18:51 UTC,GEERTRUIDENBERG,GEERTRUIDENBERG,Not in Transit,244078721,0
NIEDERSACHSEN 9,DEPARTURE,Port,SALZGITTER,2022-09-19 18:51 UTC,-,-,Not in Transit,211473580,0
JEONG SUNG HO,DEPARTURE,Port,SAMCHEONPO,2022-09-19 18:51 UTC,-,-,Not in Transit,440602650,0
YANLU3098 011 91,DEPARTURE,Port,CAOFEIDIAN,2022-09-19 18:51 UTC,-,-,Not in Transit,754534527,0
ANTWERP EAGLE,DEPARTURE,Anchorage,CJK,2022-09-19 18:51 UTC,-,-,Not in Transit,538009603,9699036
AIS NET MARK 75,ARRIVAL,Anchorage,TIANJIN ANCH,2022-09-19 18:51 UTC,HUANGHUA,HUANGHUA ANCH,Not in Transit,410000048,0
STADT MUNCHEN,ARRIVAL,Port,BASEL,2022-09-19 18:50 UTC,DUISBURG,DUISBURG,Not in Transit,211572680,0
STOLT OSPREY,ARRIVAL,Anchorage,TEES ANCH,2022-09-19 18:50 UTC,TEES,TEES,Not in Transit,235112065,9147461
HANNAH KRISTINA,DEPARTURE,Port,KRISTIANSUND,2022-09-19 18:50 UTC,-,-,Not in Transit,257130000,9159933
RWS44,ARRIVAL,Port,BEMMEL,2022-09-19 18:50 UTC,LOBITH,LOBITH,Not in Transit,244050878,0
PILOT B AVOCET,DEPARTURE,Port,SALDANHA,2022-09-19 18:50 UTC,-,-,Not in Transit,601188400,0
TELITA,ARRIVAL,Marina,ROCHE HARBOR,2022-09-19 18:50 UTC,DEER HARBOR,DEER HARBOR,Not in Transit,367521550,0
REBEKAH,DEPARTURE,Port,HOUMA,2022-09-19 18:50 UTC,-,-,Not in Transit,367621000,7932331
AKANI,ARRIVAL,Port,MIAMI,2022-09-19 18:50 UTC,MIAMI,MIAMI,Not in Transit,368245770,0
SCH 2413,ARRIVAL,Port,NORDHAFEN HANNOVER,2022-09-19 18:50 UTC,BRAUNSCHWEIG,BRAUNSCHWEIG,Not in Transit,211518780,0
PLATA,ARRIVAL,Port,BUENOS AIRES,2022-09-19 18:50 UTC,ZARATE,ZARATE,Not in Transit,701089000,7045580
BENTLEY,DEPARTURE,Port,LIEGE,2022-09-19 18:50 UTC,-,-,In Transit,205243890,0
ISAIAH,DEPARTURE,Port,MOOK,2022-09-19 18:50 UTC,-,-,In Transit,205432590,0
GULDRANGUR,ARRIVAL,Port,MURMANSK,2022-09-19 18:50 UTC,MURMANSK,MURMANSK,Not in Transit,273554600,8315944
WAN GUO 1588,ARRIVAL,Port,YIZHENG,2022-09-19 18:50 UTC,ZHENJIANG,ZHENJIANG,Not in Transit,413827945,0
NEW LONDON,DEPARTURE,Port,NEW LONDON,2022-09-19 18:50 UTC,-,-,Not in Transit,366925620,0
TUESKENDOER,ARRIVAL,Port,AMSTERDAM,2022-09-19 18:50 UTC,SPAARNDAM,SPAARNDAM,Not in Transit,211112400,0
BLUE RENEE,ARRIVAL,Port,DUSSELDORF,2022-09-19 18:50 UTC,NIEHL,NIEHL,Not in Transit,244376509,0
FAN AO 16,ARRIVAL,Port,XIAMEN,2022-09-19 18:50 UTC,XIAMEN,XIAMEN,Not in Transit,412704090,0
BALCARRES,DEPARTURE,Port,NANTUCKET,2022-09-19 18:50 UTC,-,-,Not in Transit,338147966,0
OLAVA,ARRIVAL,Port,HVALER,2022-09-19 18:50 UTC,NEDGAARDEN GJESTEBRY,NEDGAARDEN GJESTEBRY,Not in Transit,257298900,0
BJORNSUND,DEPARTURE,Port,FESTVAG,2022-09-19 18:50 UTC,-,-,Not in Transit,257219400,7805215
OSHE REWO,DEPARTURE,Offshore Terminal,QUA IBOE TERMINAL,2022-09-19 18:50 UTC,-,-,Not in Transit,565055000,9747211
ANTOXO,ARRIVAL,Port,KETCHIKAN,2022-09-19 18:50 UTC,KETCHIKAN,KETCHIKAN,Not in Transit,367436650,5328328
BAYFIELD,ARRIVAL,Marina,APOSTLE ISLANDS,2022-09-19 18:50 UTC,LA POINTE,LA POINTE,Not in Transit,367332030,0
OCEAN COMET,ARRIVAL,Port,SHARJAH,2022-09-19 18:50 UTC,SHARJAH ANCH,SHARJAH ANCH,Not in Transit,470008969,0
FT MORGAN,ARRIVAL,Port,DAUPHIN ISLAND,2022-09-19 18:50 UTC,DAUPHIN ISLAND,DAUPHIN ISLAND,Not in Transit,367359250,0
SCF VOLKHOV,ARRIVAL,Anchorage,MURMANSK ANCH,2022-09-19 18:50 UTC,MURMANSK,MURMANSK,Not in Transit,273215880,9707376
